Date,Open,High,Low,Close,Adj Close,Volume
2022-12-29,8.440000,9.095000,8.370000,9.040000,9.040000,9144000
2022-12-30,8.980000,9.640000,8.910000,9.530000,9.530000,9590400
2023-01-03,9.660000,9.870000,9.000000,9.090000,9.090000,9629600
2023-01-04,9.150000,9.260000,8.810000,9.100000,9.100000,8827400
2023-01-05,8.960000,9.170000,8.720000,8.920000,8.920000,9364700
2023-01-06,8.950000,9.105000,8.710000,9.010000,9.010000,8693100
2023-01-09,9.180000,10.370000,9.180000,9.910000,9.910000,14987200
2023-01-10,9.810000,10.120000,9.535000,10.080000,10.080000,12687500
2023-01-11,10.110000,11.028000,9.990000,10.890000,10.890000,14849600
2023-01-12,11.040000,11.410000,10.475000,11.370000,11.370000,12937200
2023-01-13,11.120000,11.900000,11.050000,11.880000,11.880000,9189900
2023-01-17,11.890000,12.220000,11.670000,12.060000,12.060000,9801800
2023-01-18,12.250000,12.780000,11.850000,11.930000,11.930000,13199900
2023-01-19,11.580000,11.682000,10.530000,10.660000,10.660000,14102000
2023-01-20,10.750000,11.100000,10.610000,11.090000,11.090000,6573900
2023-01-23,11.160000,11.910000,10.950000,11.870000,11.870000,10054600
2023-01-24,11.800000,11.980000,11.340000,11.420000,11.420000,5232800
2023-01-25,11.010000,11.559000,10.550000,11.410000,11.410000,7740200
2023-01-26,11.860000,11.990000,10.900000,11.300000,11.300000,9069100
2023-01-27,11.220000,12.480000,11.110000,12.160000,12.160000,16063100
2023-01-30,11.950000,12.310000,11.625000,11.700000,11.700000,9837700
2023-01-31,11.760000,12.170000,11.575000,12.140000,12.140000,7279200
2023-02-01,12.250000,12.760000,11.675000,12.460000,12.460000,9941000
2023-02-02,12.850000,13.650000,12.700000,12.970000,12.970000,13745300
2023-02-03,12.470000,13.500000,12.320000,12.490000,12.490000,10230200
2023-02-06,12.240000,12.680000,12.120000,12.370000,12.370000,6055700
2023-02-07,12.360000,12.555000,11.755000,12.440000,12.440000,8309100
2023-02-08,12.390000,13.065000,12.160000,12.180000,12.180000,8045900
2023-02-09,12.400000,12.846000,11.750000,11.860000,11.860000,9437500
2023-02-10,11.650000,11.790000,11.035000,11.260000,11.260000,11332000
2023-02-13,11.300000,11.640000,10.980000,11.460000,11.460000,4889000
2023-02-14,11.350000,12.170000,11.105000,12.160000,12.160000,8209100
2023-02-15,12.190000,13.480000,12.145000,13.380000,13.380000,11865100
2023-02-16,12.990000,13.480000,12.620000,12.630000,12.630000,9136000
2023-02-17,12.470000,12.480000,12.040000,12.220000,12.220000,8574600
2023-02-21,11.960000,12.150000,11.350000,11.380000,11.380000,6947700
2023-02-22,11.410000,11.731000,11.140000,11.330000,11.330000,5510900
2023-02-23,11.610000,11.785000,10.975000,11.420000,11.420000,7332000
2023-02-24,11.100000,11.180000,10.320000,10.450000,10.450000,12511300
2023-02-27,10.680000,11.020000,10.470000,10.840000,10.840000,7549900
2023-02-28,10.800000,11.620000,10.670000,11.360000,11.360000,8769600
2023-03-01,11.420000,11.582000,10.960000,11.080000,11.080000,7788300
2023-03-02,10.800000,11.365000,10.550000,11.260000,11.260000,11643300
2023-03-03,9.960000,11.440000,9.900000,11.080000,11.080000,23094500
2023-03-06,11.310000,11.375000,10.585000,10.740000,10.740000,10060600
2023-03-07,10.690000,10.750000,10.263000,10.270000,10.270000,7533400
2023-03-08,10.240000,10.540000,9.940000,10.460000,10.460000,7229500
2023-03-09,10.450000,10.720000,10.040000,10.190000,10.190000,6240600
2023-03-10,10.160000,10.175000,9.440000,9.670000,9.670000,14041900
2023-03-13,9.500000,10.175000,9.170000,9.790000,9.790000,9153400
2023-03-14,10.050000,10.195000,9.305000,9.440000,9.440000,11189700
2023-03-15,9.240000,9.490000,8.970000,9.260000,9.260000,7236400
2023-03-16,9.260000,9.510000,9.090000,9.340000,9.340000,6109300
2023-03-17,9.220000,9.420000,8.960000,9.340000,9.340000,7932900
2023-03-20,9.270000,9.500000,9.110000,9.260000,9.260000,5540600
2023-03-21,9.330000,9.960000,9.330000,9.860000,9.860000,8890200
2023-03-22,9.800000,10.200000,9.670000,9.840000,9.840000,8571000
2023-03-23,10.000000,10.650000,9.890000,10.060000,10.060000,7642300
2023-03-24,9.950000,10.086000,9.680000,9.830000,9.830000,5177300
2023-03-27,10.000000,10.030000,9.440000,9.720000,9.720000,5039800
2023-03-28,9.640000,9.760000,9.400000,9.460000,9.460000,4297300
2023-03-29,9.660000,10.090000,9.460000,10.030000,10.030000,6647100
2023-03-30,10.310000,10.530000,10.070000,10.150000,10.150000,7960700
2023-03-31,10.320000,10.710000,10.200000,10.470000,10.470000,9130800
2023-04-03,10.360000,10.600000,10.075000,10.310000,10.310000,4271500
2023-04-04,10.405000,10.510000,9.900000,10.020000,10.020000,5873200
2023-04-05,9.910000,10.005000,9.200000,9.340000,9.340000,11505900
2023-04-06,9.250000,9.360000,9.065000,9.190000,9.190000,8592600
2023-04-10,9.100000,9.370000,9.010000,9.350000,9.350000,8562600
2023-04-11,9.400000,9.570000,9.230000,9.260000,9.260000,7940100
2023-04-12,9.510000,9.620000,8.750000,8.780000,8.780000,14824200
2023-04-13,8.880000,8.981000,8.510000,8.550000,8.550000,14623900
2023-04-14,8.510000,8.880000,8.410000,8.720000,8.720000,13403900
2023-04-17,8.750000,9.210000,8.650000,9.180000,9.180000,9960600
2023-04-18,9.170000,9.220000,8.930000,9.050000,9.050000,7805500
2023-04-19,8.960000,9.120000,8.690000,9.050000,9.050000,8525000
2023-04-20,8.820000,9.048000,8.780000,8.860000,8.860000,5284400
2023-04-21,8.820000,9.035000,8.720000,8.840000,8.840000,8825100
2023-04-24,8.830000,8.965000,8.660000,8.840000,8.840000,4470000
2023-04-25,8.720000,8.750000,8.470000,8.600000,8.600000,8743000
2023-04-26,8.650000,8.710000,8.430000,8.540000,8.540000,6208200
2023-04-27,8.660000,9.020000,8.590000,8.910000,8.910000,6106200
2023-04-28,8.820000,9.000000,8.610000,8.670000,8.670000,9426600
2023-05-01,8.700000,8.700000,8.210000,8.460000,8.460000,8383400
2023-05-02,8.380000,8.460000,8.100000,8.240000,8.240000,8513500
2023-05-03,8.200000,8.770000,8.120000,8.560000,8.560000,8632100
2023-05-04,8.560000,8.730000,8.480000,8.710000,8.710000,5660900
2023-05-05,8.840000,9.000000,8.760000,8.770000,8.770000,5040700
2023-05-08,8.830000,9.170000,8.620000,9.060000,9.060000,7267300
2023-05-09,8.850000,9.035000,8.665000,9.010000,9.010000,5836400
2023-05-10,9.190000,9.205000,8.725000,8.770000,8.770000,5413400
2023-05-11,8.780000,8.815000,8.580000,8.580000,8.580000,4053500
2023-05-12,8.630000,8.875000,8.160000,8.230000,8.230000,8047300
2023-05-15,8.210000,8.740000,8.190000,8.630000,8.630000,6495600
2023-05-16,8.500000,8.560000,8.000000,8.010000,8.010000,10138300
2023-05-17,8.060000,8.340000,7.900000,8.330000,8.330000,8946400
2023-05-18,8.310000,8.330000,8.010000,8.180000,8.180000,7383500
2023-05-19,8.190000,8.260000,7.820000,7.930000,7.930000,9540000
2023-05-22,7.960000,8.415000,7.840000,8.310000,8.310000,8518600
2023-05-23,8.290000,8.770000,8.200000,8.490000,8.490000,7843400
2023-05-24,8.400000,8.400000,8.120000,8.360000,8.360000,4566800
2023-05-25,8.450000,8.510000,8.140000,8.320000,8.320000,4962400
2023-05-26,8.350000,8.520000,8.050000,8.490000,8.490000,7820700
2023-05-30,9.250000,9.860000,8.940000,9.690000,9.690000,23615600
2023-05-31,9.520000,9.880000,9.305000,9.670000,9.670000,13211000
2023-06-01,9.810000,9.970000,9.340000,9.750000,9.750000,14613400
2023-06-02,9.670000,9.990000,9.070000,9.070000,9.070000,18915600
2023-06-05,9.080000,9.080000,8.660000,8.750000,8.750000,9980100
2023-06-06,8.720000,9.590000,8.660000,9.470000,9.470000,12748800
2023-06-07,9.690000,10.050000,9.560000,9.780000,9.780000,13496200
2023-06-08,9.830000,10.100000,9.510000,9.610000,9.610000,8624500
2023-06-09,8.870000,9.060000,8.300000,8.340000,8.340000,33808800
2023-06-12,8.390000,8.980000,7.900000,8.900000,8.900000,26161000
2023-06-13,8.960000,9.810000,8.930000,9.620000,9.620000,19590400
2023-06-14,9.710000,9.780000,8.920000,9.050000,9.050000,13312800
2023-06-15,8.910000,9.260000,8.770000,9.050000,9.050000,10051800
2023-06-16,9.150000,9.160000,8.650000,8.880000,8.880000,13307000
2023-06-20,8.690000,8.800000,8.130000,8.200000,8.200000,17452200
2023-06-21,8.110000,8.170000,7.840000,7.990000,7.990000,19122200
2023-06-22,7.890000,7.940000,7.580000,7.600000,7.600000,14701100
2023-06-23,7.490000,7.540000,7.220000,7.360000,7.360000,15646900
2023-06-26,7.350000,7.610000,7.330000,7.420000,7.420000,6046700
2023-06-27,7.630000,7.880000,7.390000,7.870000,7.870000,10948400
2023-06-28,7.830000,8.370000,7.760000,8.360000,8.360000,14331800
2023-06-29,8.400000,8.850000,8.300000,8.690000,8.690000,14422800
2023-06-30,8.800000,8.840000,8.625000,8.790000,8.790000,9026300
2023-07-03,8.940000,9.200000,8.670000,8.700000,8.700000,7910400
2023-07-05,8.590000,9.070000,8.480000,8.850000,8.850000,9051800
2023-07-06,8.640000,8.720000,8.090000,8.660000,8.660000,13062700
2023-07-07,8.700000,8.920000,8.610000,8.670000,8.670000,10927800
2023-07-10,8.630000,9.080000,8.510000,9.020000,9.020000,8802900
2023-07-11,9.130000,9.130000,8.780000,8.930000,8.930000,9494500
2023-07-12,9.120000,9.230000,8.880000,8.990000,8.990000,11535800
2023-07-13,9.050000,9.200000,8.790000,8.850000,8.850000,12892300
2023-07-14,8.860000,9.020000,8.250000,8.260000,8.260000,11844300
2023-07-17,8.260000,8.789000,8.130000,8.660000,8.660000,10358300
2023-07-18,8.530000,8.850000,8.523000,8.550000,8.550000,8227300
2023-07-19,8.670000,9.040000,8.600000,8.690000,8.690000,13248800
2023-07-20,8.640000,8.640000,8.230000,8.260000,8.260000,12373400
2023-07-21,8.340000,8.400000,8.065000,8.330000,8.330000,10786800
2023-07-24,8.340000,8.440000,8.200000,8.340000,8.340000,6019200
2023-07-25,8.360000,8.430000,8.110000,8.120000,8.120000,7110900
2023-07-26,8.130000,8.550000,8.100000,8.220000,8.220000,10605000
2023-07-27,8.370000,8.450000,7.900000,7.930000,7.930000,11697200
2023-07-28,8.080000,8.280000,8.000000,8.230000,8.230000,11060700
2023-07-31,8.300000,8.680000,8.270000,8.660000,8.660000,9489700
2023-08-01,8.540000,8.579000,8.320000,8.400000,8.400000,5093200
2023-08-02,8.200000,8.220000,7.850000,8.120000,8.120000,11689700
2023-08-03,8.070000,8.260000,8.060000,8.110000,8.110000,5768800
2023-08-04,8.200000,8.235000,7.990000,8.050000,8.050000,6034800
2023-08-07,8.010000,8.050000,7.720000,8.010000,8.010000,6554200
2023-08-08,7.870000,8.030000,7.730000,7.990000,7.990000,7931600
2023-08-09,8.020000,8.130000,7.840000,7.970000,7.970000,5904700
2023-08-10,7.980000,8.100000,7.740000,7.810000,7.810000,7806500
2023-08-11,7.740000,7.850000,7.640000,7.810000,7.810000,6060300
2023-08-14,7.710000,7.890000,7.550000,7.810000,7.810000,5534900
2023-08-15,7.690000,7.770000,7.540000,7.590000,7.590000,5270600
2023-08-16,7.520000,7.540000,7.210000,7.290000,7.290000,9681600
2023-08-17,7.370000,7.420000,7.180000,7.200000,7.200000,5290100
2023-08-18,7.030000,7.310000,6.940000,7.060000,7.060000,6574600
2023-08-21,7.060000,7.185000,6.920000,6.970000,6.970000,7087600
2023-08-22,7.060000,7.230000,6.910000,7.020000,7.020000,6317100
2023-08-23,6.970000,7.150000,6.900000,7.070000,7.070000,4662900
2023-08-24,7.100000,7.130000,6.790000,6.790000,6.790000,6945100
2023-08-25,6.800000,6.890000,6.650000,6.830000,6.830000,5447500
2023-08-28,6.900000,7.010000,6.830000,6.930000,6.930000,4261500
2023-08-29,6.870000,7.300000,6.830000,7.240000,7.240000,7235900
2023-08-30,7.280000,7.440000,7.190000,7.320000,7.320000,5910400
2023-08-31,7.360000,7.460000,7.125000,7.160000,7.160000,6175500
2023-09-01,7.230000,7.540000,7.230000,7.440000,7.440000,6216700
2023-09-05,7.400000,7.570000,7.210000,7.260000,7.260000,8501900
2023-09-06,7.240000,7.405000,7.040000,7.060000,7.060000,11371700
2023-09-07,5.925000,6.290000,4.960000,6.290000,6.290000,44928000
2023-09-08,6.330000,6.330000,5.670000,5.720000,5.720000,21440600
2023-09-11,5.770000,5.840000,5.460000,5.750000,5.750000,14033200
2023-09-12,5.690000,5.890000,5.590000,5.670000,5.670000,15842100
2023-09-13,5.670000,5.850000,5.540000,5.800000,5.800000,12221500
2023-09-14,5.810000,6.110000,5.810000,6.050000,6.050000,11008400
2023-09-15,5.960000,6.030000,5.570000,5.620000,5.620000,17780800
2023-09-18,5.620000,5.650000,5.340000,5.370000,5.370000,11988700
2023-09-19,5.340000,5.420000,5.210000,5.370000,5.370000,10731600
2023-09-20,5.440000,5.490000,5.170000,5.180000,5.180000,10975100
2023-09-21,5.020000,5.160000,4.940000,5.090000,5.090000,17504900
2023-09-22,5.150000,5.240000,4.920000,5.020000,5.020000,15615500
2023-09-25,5.020000,5.195000,4.910000,4.920000,4.920000,17801200
2023-09-26,4.840000,4.970000,4.731000,4.850000,4.850000,9592100
2023-09-27,5.080000,5.230000,4.982000,5.020000,5.020000,15637734
